[1.0, 4.0, 1.0, 0.8, 8.0, 8.0, 8.0, 10.0]
[1.0, 4.0, 2.0, 0.8, 18.0, 16.0, 16.0, 20.0]
[1.0, 4.0, 3.0, 0.8, 28.0, 24.0, 24.0, 30.0]
[1.0, 4.0, 4.0, 0.8, 38.0, 32.0, 32.0, 40.0]
[1.0, 4.0, 5.0, 0.8, 48.0, 40.0, 40.0, 50.0]
[1.0, 4.0, 6.0, 0.8, 60.0, 52.0, 52.0, 65.0]
[1.0, 4.0, 7.0, 0.8, 75.0, 64.0, 64.0, 80.0]
[1.0, 4.0, 8.0, 0.8, 90.0, 76.0, 76.0, 95.0]
[1.0, 4.0, 9.0, 0.8, 105.0, 88.0, 88.0, 110.0]
[1.0, 4.0, 10.0, 0.8, 120.0, 100.0, 100.0, 125.0]
[1.0, 4.0, 11.0, 0.8, 136.0, 118.19999999999999, 116.0, 145.0]
[1.0, 4.0, 12.0, 0.8, 156.0, 136.39999999999998, 132.0, 165.0]
[1.0, 4.0, 13.0, 0.8, 176.0, 154.60000000000002, 148.0, 185.0]
[1.0, 4.0, 14.0, 0.8, 196.0, 172.8, 164.0, 205.0]
[1.0, 4.0, 15.0, 0.8, 216.0, 188.8, 180.0, 225.0]
[1.0, 4.0, 16.0, 0.8, 236.0, 212.0, 200.0, 250.0]
[1.0, 4.0, 17.0, 0.8, 261.0, 235.2, 220.0, 275.0]
[1.0, 4.0, 18.0, 0.8, 286.0, 258.4, 240.0, 300.0]
[1.0, 4.0, 19.0, 0.8, 311.0, 281.6, 260.0, 325.0]
[1.0, 4.0, 20.0, 0.8, 335.8, 301.6, 280.0, 350.0]
[1.0, 4.0, 21.0, 0.8, 359.8, 329.8, 304.0, 380.0]
[1.0, 4.0, 22.0, 0.8, 389.8, 358.00000000000006, 328.0, 410.0]
[1.0, 4.0, 23.0, 0.8, 419.8, 386.2, 352.0, 440.0]
[1.0, 4.0, 24.0, 0.8, 449.40000000000003, 414.40000000000003, 376.0, 470.0]
[1.0, 4.0, 25.0, 0.8, 478.40000000000003, 438.40000000000003, 400.0, 500.0]
[1.0, 4.0, 26.0, 0.8, 507.40000000000003, 471.6, 428.0, 535.0]
[1.0, 4.0, 27.0, 0.8, 542.4000000000001, 504.80000000000007, 456.0, 570.0]
[1.0, 4.0, 28.0, 0.8, 576.8000000000001, 538.0, 484.0, 605.0]
[1.0, 4.0, 29.0, 0.8, 610.8000000000001, 571.2, 512.0, 640.0]
[1.0, 4.0, 30.0, 0.8, 644.8000000000001, 599.2, 540.0, 675.0]
